,nconst,Action,Actualités,Animation,Aventure,Biographie,Comédie,Comédiemusicale,Crime,Documentaire,Drame,Famille,Fantastique,Guerre,Histoire,Horreur,Musique,Mystère,Romance,Science-Fiction,Sport,Thriller,Téléfilm,Western,nb_films_y,anneeSortie,nbVotes_x,nbVotes_y
749,nm0507913,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2005.0,244.0,606.0
750,nm0508293,3,0,0,4,0,35,0,10,0,13,2,2,1,0,0,0,3,7,0,0,5,0,0,43,2001.0,2535.0,510.0
751,nm0508357,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2002.0,161.0,161.0
752,nm0509033,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1983.0,2180.0,47939.0
753,nm0511727,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1983.0,58.0,65.0
754,nm0515706,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1975.0,6.0,12.0
755,nm0516800,5,0,0,3,0,3,0,3,0,6,0,0,0,0,3,0,0,2,1,0,4,0,1,10,1976.0,23836.0,1572.0
756,nm0517056,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1970.0,6187.0,6187.0
757,nm0518027,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014.0,21.0,58.0
758,nm0518154,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2004.0,58.0,70.0
759,nm0518579,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,3,1973.0,3770.0,1660.0
760,nm0519043,1,0,2,3,0,13,0,1,0,7,2,1,0,0,7,0,5,7,3,0,8,0,0,21,2012.0,76296.0,2457.0
761,nm0519456,4,0,0,1,0,5,0,3,0,3,1,2,0,0,0,1,0,4,0,0,2,0,0,8,2013.0,32270.0,18952.0
762,nm0520317,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2022.0,392.0,649.0
763,nm0521974,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2000.0,193821.0,8997.0
764,nm0522151,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2015.0,835.0,835.0
765,nm0526019,4,0,1,3,1,4,0,3,0,10,1,1,0,1,1,1,2,3,1,1,5,0,1,12,2010.0,102954.0,1300.0
766,nm0526815,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1971.0,36.0,67.0
767,nm0526946,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1974.0,6200.0,6035.0
768,nm0527852,0,0,0,0,2,15,0,1,0,23,0,0,0,3,0,1,0,8,0,0,0,0,0,26,2015.0,1758.0,888.0
769,nm0529616,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2006.0,27.0,46.0
770,nm0529619,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2006.0,18.0,24.0
771,nm0530031,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017.0,140.0,140.0
772,nm0530423,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2007.0,21.0,21.0
773,nm0531195,0,0,0,1,2,22,0,1,0,22,1,0,0,2,0,1,0,9,0,0,1,0,0,28,2017.0,2174.0,115.0
774,nm0532235,0,0,1,0,0,4,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,4,2014.0,331356.0,374948.0
775,nm0537611,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1997.0,2507.0,26.0
776,nm0537646,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1996.0,93.0,14.0
777,nm0539022,0,0,0,2,1,6,0,4,0,13,0,0,1,2,0,2,4,5,0,0,3,0,0,17,1989.0,595.0,81.0
778,nm0540075,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1996.0,19110.0,19110.0
779,nm0540330,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1986.0,102925.0,27904.0
780,nm0540962,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2013.0,7709.0,4390.0
781,nm0545356,1,0,0,0,0,3,0,5,0,6,0,0,0,0,0,0,0,0,0,1,4,0,0,9,2012.0,1677.0,7280.0
782,nm0545876,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2002.0,278.0,542.0
783,nm0546753,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2011.0,71.0,120.0
784,nm0547800,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,2,2018.0,4620.0,12058.0
785,nm0548449,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1969.0,3414.0,1333.0
786,nm0548686,0,0,0,1,1,0,0,1,0,4,0,1,2,2,1,0,0,0,0,0,0,0,0,4,2014.0,14366.0,3082.0
787,nm0549650,0,0,0,0,0,3,0,0,0,5,0,0,1,0,0,0,0,0,0,0,1,0,0,7,1964.0,164.0,1952.0
788,nm0550341,1,0,0,0,0,2,0,1,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,6,1996.0,201.0,63.0
789,nm0551082,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1981.0,4884.0,4884.0
790,nm0551217,0,0,0,0,0,5,0,0,0,5,0,1,0,0,0,0,0,1,1,0,0,0,0,6,1990.0,88.0,1178.0
791,nm0551761,0,0,1,0,0,2,0,2,0,5,0,0,1,0,0,0,0,2,0,0,1,0,0,6,1986.0,1599.0,11.0
792,nm0552121,4,0,0,0,0,3,0,4,0,3,0,1,0,0,0,0,0,0,0,0,2,0,1,5,1973.0,3830.0,7047.0
793,nm0553237,0,0,0,0,0,7,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,7,2011.0,1173.0,2281.0
794,nm0557540,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1962.0,1140.0,13.0
795,nm0557751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1975.0,20401.0,3476.0
796,nm0561938,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1971.0,8037.0,7372.0
797,nm0563039,1,0,0,0,1,2,0,1,0,2,0,0,0,1,0,0,1,0,0,0,1,0,0,3,1983.0,16861.0,6722.0
798,nm0563440,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2010.0,189.0,369.0
799,nm0563740,1,0,1,0,1,9,0,2,0,11,0,0,0,0,0,0,0,2,0,0,2,0,0,17,2013.0,1210.0,70.0
800,nm0569790,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000.0,2203.0,19830.0
801,nm0569891,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2014.0,107526.0,232560.0
802,nm0575609,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1994.0,142.0,12.0
803,nm0577102,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2003.0,19.0,19.0
804,nm0577396,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1992.0,4224.0,1380.0
805,nm0580101,1,0,0,0,0,33,1,1,0,19,1,1,0,0,0,4,0,8,1,0,2,0,0,39,2012.0,5397.0,859.0
806,nm0580351,0,0,0,0,0,3,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,3,2013.0,40947.0,57324.0
807,nm0580698,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017.0,233.0,1185.0
808,nm0582939,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2009.0,102743.0,2573.0
809,nm0583939,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2021.0,630.0,630.0
810,nm0587271,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,2010.0,13.0,8.0
811,nm0587791,0,0,0,0,0,5,0,1,0,5,0,1,0,0,1,0,1,0,0,0,1,0,0,8,2009.0,3646.0,546.0
812,nm0589182,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1992.0,8579.0,10914.0
813,nm0592135,1,0,1,2,2,3,0,0,0,1,2,1,0,1,0,1,0,0,0,0,0,0,0,4,2020.0,72286.0,123742.0
814,nm0593314,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2022.0,1611.0,1611.0
815,nm0593463,1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1994.0,20760.0,34739.0
816,nm0594158,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1986.0,62.0,55.0
817,nm0594746,0,0,0,0,0,1,0,0,5,3,0,0,1,0,1,0,0,0,0,0,0,0,0,7,1992.0,731.0,103.0
818,nm0594856,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,4,2006.0,475.0,274.0
819,nm0594956,0,0,0,0,1,10,0,0,0,8,0,1,1,1,1,1,0,5,0,0,0,0,0,14,2017.0,1714.0,520.0
820,nm0596701,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,1,0,0,0,1,0,0,6,1976.0,1389.0,1155.0
821,nm0597816,4,0,1,4,0,16,0,6,0,12,2,0,4,3,0,0,0,3,0,0,3,0,0,27,1971.0,872.0,72.0
822,nm0601376,1,0,0,0,0,1,0,1,0,2,0,0,0,0,2,0,2,0,0,0,4,0,0,4,2009.0,40914.0,3976.0
823,nm0601800,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1970.0,1074.0,16947.0
824,nm0602181,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1965.0,796.0,18.0
825,nm0602941,2,0,0,0,0,1,0,2,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,4,2012.0,167526.0,1514.0
826,nm0603090,1,0,0,0,1,9,0,3,0,18,1,0,0,0,0,0,0,7,0,0,1,0,0,19,2000.0,4389.0,404.0
827,nm0603287,0,0,0,0,2,0,0,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1988.0,30.0,40.0
828,nm0603402,0,0,0,2,1,11,0,6,0,37,0,1,4,5,0,0,2,18,1,0,2,0,2,44,1978.0,4883.0,290.0
829,nm0603446,1,0,1,0,1,11,0,2,0,14,0,0,0,2,0,0,0,1,0,0,2,0,0,19,2014.0,2871.0,417.0
830,nm0603587,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1975.0,14.0,552.0
831,nm0603588,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,3,1996.0,2508.0,784.0
832,nm0604335,0,0,0,0,2,10,0,0,0,13,0,0,0,0,0,0,0,1,0,1,0,0,0,14,1997.0,5822.0,5689.0
833,nm0605971,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1998.0,121.0,40.0
834,nm0606593,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1977.0,40948.0,3142.0
835,nm0607558,2,0,0,1,0,1,0,1,0,3,2,0,0,0,1,0,0,0,2,0,2,0,2,6,1975.0,7402.0,1594.0
836,nm0608714,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1997.0,145840.0,102609.0
837,nm0609549,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1998.0,28989.0,200715.0
838,nm0609741,0,0,0,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1998.0,106.0,148.0
839,nm0609981,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,1,0,5,0,0,0,0,0,7,2007.0,1149.0,1523.0
840,nm0611932,2,0,0,1,1,4,0,7,0,13,0,0,0,0,1,0,3,6,0,0,8,0,1,17,2009.0,12984.0,13291.0
841,nm0612786,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1977.0,1743.0,3847.0
842,nm0614916,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1968.0,20482.0,1262.0
843,nm0617777,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010.0,63.0,1098.0
844,nm0619605,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1982.0,41.0,17.0
845,nm0620964,0,0,0,0,1,14,1,1,0,4,1,0,0,0,0,0,1,4,1,1,0,0,0,15,2010.0,2075.0,553.0
846,nm0625789,2,0,0,3,0,9,1,4,0,8,2,1,0,0,0,0,2,0,1,0,2,0,2,11,2010.0,78509.0,25240.0
847,nm0629006,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2013.0,546.0,546.0
848,nm0629309,0,0,1,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1985.0,1704.0,1084.0
849,nm0634500,1,0,0,0,0,2,0,2,0,12,0,0,0,0,0,0,1,5,0,0,1,0,0,13,2001.0,1264.0,519.0
850,nm0638115,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2002.0,1272.0,6380.0
851,nm0638762,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2014.0,9364.0,38333.0
852,nm0639321,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1974.0,28594.0,72799.0
853,nm0640323,1,0,0,2,0,7,0,1,0,6,1,2,0,1,0,0,1,6,2,1,2,0,0,12,2003.0,58662.0,9103.0
854,nm0640334,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1999.0,3722.0,150858.0
855,nm0640913,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2008.0,74.0,188.0
856,nm0643130,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1997.0,47.0,666.0
857,nm0644022,1,0,0,1,1,2,0,1,0,5,0,0,0,1,0,0,0,0,0,0,1,0,0,6,2014.0,109471.0,26820.0
858,nm0644147,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2001.0,12.0,12.0
859,nm0644203,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2002.0,49429.0,94059.0
860,nm0652225,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1979.0,18.0,231.0
861,nm0654648,4,0,1,5,3,2,0,3,0,8,2,2,1,3,2,0,1,0,4,1,3,0,0,12,2017.0,48719.0,4751.0
862,nm0664243,0,0,0,0,0,2,0,0,0,9,0,0,2,2,0,0,0,2,0,0,1,0,0,9,1979.0,514.0,222.0
863,nm0664273,1,0,0,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,3,1966.0,3198.0,3311.0
864,nm0664896,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1993.0,1653.0,3870.0
865,nm0671844,0,0,0,0,0,4,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,5,2002.0,699.0,1004.0
866,nm0671862,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1965.0,15.0,4276.0
867,nm0672769,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1985.0,38802.0,9124.0
868,nm0674020,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,2004.0,6204.0,78070.0
869,nm0674735,0,0,1,1,1,8,1,0,0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,11,1982.0,221.0,82.0
870,nm0674742,1,0,0,3,0,9,2,7,6,30,0,2,7,5,1,2,2,10,0,0,3,0,0,38,1978.0,2004.0,6136.0
871,nm0681207,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1985.0,5668.0,2970.0
872,nm0681401,1,0,0,1,0,3,0,1,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,5,2018.0,904.0,779.0
873,nm0681458,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1967.0,29.0,125.0
874,nm0681566,4,0,1,1,0,23,1,14,2,74,3,2,4,5,2,2,4,19,4,1,14,0,1,88,1981.0,2754.0,64.0
875,nm0683012,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,1969.0,1031.0,146.0
876,nm0684127,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2002.0,2236.0,1525.0
877,nm0684877,0,0,0,1,1,2,0,1,0,3,0,0,0,0,0,0,1,1,0,0,1,0,0,4,2020.0,8187.0,1515.0
878,nm0685494,1,0,0,2,2,15,0,6,0,22,0,4,1,1,0,1,4,8,1,1,8,0,0,30,1978.0,1337.0,92.0
879,nm0685889,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013.0,12.0,20.0
880,nm0686245,0,0,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1990.0,119.0,186.0
881,nm0686375,0,0,0,0,0,4,0,3,0,9,0,0,0,0,1,0,2,2,0,0,3,0,0,10,1991.0,3021.0,4548.0
882,nm0686506,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1983.0,516.0,365.0
883,nm0687913,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2019.0,1062.0,870.0
884,nm0688132,0,0,5,6,0,11,0,1,0,5,5,2,0,0,0,0,0,3,0,2,0,0,0,13,2013.0,135321.0,18774.0
885,nm0688143,2,0,0,4,1,40,0,2,0,31,2,3,0,3,1,1,1,7,1,2,3,0,0,50,2012.0,5382.0,44731.0
886,nm0688497,2,0,0,1,1,16,0,8,0,9,0,0,2,0,0,0,2,3,0,0,2,0,0,21,1974.0,1215.0,666.0
887,nm0689187,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1999.0,5305.0,7258.0
888,nm0689554,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1991.0,30.0,164.0
889,nm0689562,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000.0,24.0,24.0
890,nm0689708,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2021.0,5544.0,5544.0
891,nm0689852,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,2,2009.0,19063.0,30458.0
892,nm0692652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2021.0,7203.0,7203.0
893,nm0693799,1,0,0,1,0,15,0,6,1,37,0,4,0,0,1,1,3,16,1,0,8,0,0,43,2008.0,3168.0,24.0
894,nm0693844,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2009.0,124.0,16025.0
895,nm0695950,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,4,0,0,0,0,0,4,1994.0,60.0,22.0
896,nm0697587,1,0,0,0,1,0,1,1,0,4,0,0,1,0,1,1,1,3,0,0,1,0,1,5,1975.0,7797.0,2454.0
897,nm0701396,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2002.0,1840.0,99.0
898,nm0707466,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,1,0,3,0,0,0,0,0,10,1993.0,311.0,18.0
899,nm0711110,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,2019.0,5900.0,159637.0
900,nm0713409,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,3,0,0,0,1,0,0,3,1968.0,148.0,153.0
901,nm0714235,0,0,0,0,0,18,0,0,0,12,0,0,0,0,0,2,0,4,0,0,0,0,0,19,2018.0,458.0,631.0
902,nm0716578,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,3,2000.0,268.0,28.0
903,nm0719220,2,0,0,0,0,2,0,3,0,10,0,0,0,0,2,1,4,3,1,0,5,0,0,13,2006.0,1825.0,24.0
904,nm0723818,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1979.0,19.0,93.0
905,nm0723827,0,0,0,0,1,1,0,0,0,4,0,0,1,1,0,0,1,0,0,0,2,0,0,5,1988.0,362.0,188.0
906,nm0724927,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1991.0,64010.0,3458.0
907,nm0726034,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2014.0,3421.0,3678.0
908,nm0726472,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2011.0,5007.0,15328.0
909,nm0728382,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016.0,11.0,59.0
910,nm0728688,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1975.0,1134.0,7597.0
911,nm0729691,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,7,1997.0,3396.0,13.0
912,nm0732430,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1975.0,9341.0,46090.0
913,nm0734000,3,0,2,6,1,30,0,9,0,34,0,2,3,7,0,1,3,13,3,0,9,0,0,57,1983.0,1685.0,17.0
914,nm0736622,6,0,3,5,1,20,0,4,0,10,1,5,0,1,0,0,0,4,1,0,0,0,0,22,2013.0,204936.0,403738.0
915,nm0737533,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2012.0,11955.0,15686.0
916,nm0738791,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2004.0,19.0,57.0
917,nm0739787,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2010.0,2208.0,2208.0
918,nm0740067,1,0,0,1,0,4,0,9,0,23,0,0,3,1,0,0,2,5,0,0,9,0,0,31,1970.0,2149.0,68.0
919,nm0740612,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2002.0,171.0,260.0
920,nm0742323,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2010.0,17.0,1664.0
921,nm0743671,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2007.0,1963.0,123001.0
922,nm0744107,0,0,0,0,1,1,0,2,0,6,0,0,0,1,0,0,0,2,0,0,0,0,0,6,2010.0,3784.0,2705.0
923,nm0744834,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2009.0,1658635.0,103945.0
924,nm0745510,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1990.0,357.0,628.0
925,nm0745700,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1966.0,201.0,91.0
926,nm0745801,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1975.0,247.0,123.0
927,nm0746162,1,0,1,3,3,19,0,3,0,16,5,2,1,1,0,2,3,4,0,0,1,0,0,30,2012.0,2588.0,692.0
928,nm0746896,2,0,2,4,0,3,0,1,0,2,2,1,0,0,3,0,2,1,0,0,3,0,0,7,2008.0,54713.0,4375.0
929,nm0747678,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,2,1990.0,128.0,184.0
930,nm0747690,0,0,0,2,0,10,0,1,0,14,0,0,0,0,0,0,0,6,0,0,1,0,0,17,2002.0,1143.0,456.0
931,nm0749914,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2011.0,71.0,549.0
932,nm0753423,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2004.0,7832.0,5509.0
933,nm0753526,3,0,0,0,0,2,0,2,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,5,2015.0,40162.0,32982.0
934,nm0753737,2,0,0,2,3,4,0,8,0,34,1,2,1,2,2,1,4,7,0,1,10,0,0,37,2011.0,6048.0,448.0
935,nm0757256,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1970.0,3926.0,18889.0
936,nm0757958,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1999.0,221.0,920.0
937,nm0757967,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000.0,291.0,291.0
938,nm0758005,0,0,0,0,0,3,0,0,0,7,0,0,0,1,0,0,0,0,0,0,1,0,0,9,2016.0,352.0,315.0
939,nm0758066,1,0,0,1,0,3,0,1,0,3,0,0,0,0,2,0,1,0,0,0,2,0,1,6,1968.0,5446.0,1009.0
940,nm0758161,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2022.0,264.0,53.0
941,nm0758687,0,0,0,0,0,1,0,0,0,1,0,2,0,0,1,0,1,1,0,0,1,0,0,2,1999.0,1940.0,1701.0
942,nm0759819,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,2018.0,14121.0,7027.0
943,nm0761498,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2002.0,221469.0,338717.0
944,nm0761525,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1962.0,1310.0,20.0
945,nm0763518,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1968.0,1686.0,70.0
